Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_Mix,Payment_Behaviour,Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Monthly_Inhand_Salary,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month
19,8,8,36.89025606,218,Yes,12.56960104,289.4432275,Standard,Standard,Low_spent_Small_value_payments,27,7598.185,5,4,10,3,759.1820833,15.18,1237.88,13.90537975
23,10,8,39.63768388,219,NM,67.14689917,284.8659294,Standard,Standard,Low_spent_Small_value_payments,27,7598.185,5,4,10,3,759.1820833,15.18,1237.88,13.90537975
19,6,8,38.13332106,220,Yes,30.60525371,290.3180401,Standard,Standard,Low_spent_Small_value_payments,27,7598.185,5,4,10,3,759.1820833,15.18,1237.88,13.90537975
19,6,8,35.41430228,221,Yes,30.60525371,290.1372739,Standard,Standard,Low_spent_Small_value_payments,27,7598.185,5,4,10,3,759.1820833,15.18,1237.88,13.90537975
19,7,8,36.59723061,222,Yes,94.34910395,257.6637246,Standard,Standard,Low_spent_Small_value_payments,27,7598.185,5,4,10,3,759.1820833,15.18,1237.88,13.90537975
19,8,8,31.74439317,223,Yes,29.45944237,282.5533862,Standard,Standard,Low_spent_Small_value_payments,27,7598.185,5,4,10,3,759.1820833,15.18,1237.88,13.90537975
21,8,9,27.5014518,224,Yes,23.43562785,288.5772007,Standard,Standard,Low_spent_Small_value_payments,27,7598.185,5,4,10,3,759.1820833,15.18,1237.88,13.90537975
19,8,9,28.39911562,225,Yes,31.75106505,320.2617635,Standard,Standard,Low_spent_Small_value_payments,27,7598.185,5,4,10,3,759.1820833,15.18,1237.88,13.90537975
30,19,4,34.34562169,136,Yes,192.8862379,513.513039,Standard,Standard,High_spent_Large_value_payments,33,73417.48,7,4,20,4,6001.123333,14.53,2402.05,163.7130565
33,19,4,26.25805097,137,Yes,71.61306892,614.786208,Standard,Standard,High_spent_Large_value_payments,33,73417.48,7,4,20,4,6001.123333,14.53,2402.05,163.7130565
30,19,4,37.81134148,138,Yes,491.299978,225.0992989,Standard,Standard,High_spent_Large_value_payments,33,73417.48,7,4,20,4,6001.123333,14.53,2402.05,163.7130565
30,21,4,31.35367572,139,Yes,297.8818443,418.5174326,Standard,Standard,High_spent_Large_value_payments,33,73417.48,7,4,20,4,6001.123333,14.53,2402.05,163.7130565
30,19,4,35.71201272,140,Yes,437.1898805,289.2093964,Standard,Standard,High_spent_Large_value_payments,33,73417.48,7,4,20,4,6001.123333,14.53,2402.05,163.7130565
30,19,4,36.56927701,141,Yes,92.29434903,584.1049278,Standard,Standard,High_spent_Large_value_payments,33,73417.48,7,4,20,4,6001.123333,14.53,2402.05,163.7130565
30,19,4,35.60555335,142,Yes,139.0980794,537.3011975,Standard,Standard,High_spent_Large_value_payments,33,73417.48,7,4,20,4,6001.123333,14.53,2402.05,163.7130565
30,19,5,29.14792309,143,Yes,101.0783065,575.3209704,Standard,Standard,High_spent_Large_value_payments,33,73417.48,7,4,20,4,6001.123333,14.53,2402.05,163.7130565
15,1,1,38.0496031,236,No,267.0682603,886.9603547,Standard,Good,High_spent_Large_value_payments,33,174098.52,5,3,3,4,14496.21,1.48,27.94,535.592385
8,4,1,27.43814164,237,NM,811.2362967,392.7923183,Standard,Good,High_spent_Large_value_payments,33,174098.52,5,3,3,4,14496.21,1.48,27.94,535.592385
10,2,1,31.13449983,238,No,566.9195465,607.1090685,Standard,Good,High_spent_Large_value_payments,33,174098.52,5,3,3,4,14496.21,1.48,27.94,535.592385
12,3,1,31.77405457,239,No,213.2709705,940.7576445,Standard,Good,High_spent_Large_value_payments,33,174098.52,5,3,3,4,14496.21,1.48,27.94,535.592385
12,3,1,29.4953792,240,No,138.8030125,1015.225602,Standard,Good,High_spent_Large_value_payments,33,174098.52,5,3,3,4,14496.21,1.48,27.94,535.592385
12,1,1,38.50472877,241,No,242.0472078,911.9814072,Standard,Good,High_spent_Large_value_payments,33,174098.52,5,3,3,4,14496.21,1.48,27.94,535.592385
12,1,3,36.05535912,242,No,464.8754002,699.1532149,Good,Good,High_spent_Large_value_payments,33,174098.52,5,3,3,4,14496.21,1.48,27.94,535.592385
12,1,3,39.15906318,243,No,476.1329366,687.8956784,Good,Good,High_spent_Large_value_payments,33,174098.52,5,3,3,4,14496.21,1.48,27.94,535.592385
17,15,10,24.92680984,67,Yes,434.6599114,98.20976077,Standard,Bad,Low_spent_Small_value_payments,28,58539.84,6,7,32,8,4794.32,19.56,2735.13,236.5623278
17,21,10,33.44592668,68,NM,131.3569927,361.5126795,Standard,Bad,Low_spent_Small_value_payments,28,58539.84,6,7,32,8,4794.32,19.56,2735.13,236.5623278
17,18,10,27.22396132,69,Yes,253.4368312,382.8086515,Standard,Bad,Low_spent_Small_value_payments,28,58539.84,6,7,32,8,4794.32,19.56,2735.13,236.5623278
20,18,10,27.66019014,70,NM,253.4368312,279.4328409,Standard,Bad,Low_spent_Small_value_payments,28,58539.84,6,7,32,8,4794.32,19.56,2735.13,236.5623278
17,18,10,22.78081541,71,Yes,564.7719248,355.9226658,Standard,Bad,Low_spent_Small_value_payments,28,58539.84,6,7,32,8,4794.32,19.56,2735.13,236.5623278
17,21,10,34.70025333,72,Yes,416.9790177,95.89065444,Standard,Bad,Low_spent_Small_value_payments,28,58539.84,6,7,32,8,4794.32,19.56,2735.13,236.5623278
17,18,10,37.66846026,73,Yes,93.66419769,399.2054745,Standard,Bad,Low_spent_Small_value_payments,28,58539.84,6,7,32,8,4794.32,19.56,2735.13,236.5623278
21,21,10,39.49402297,74,Yes,176.9470064,355.9226658,Standard,Bad,Low_spent_Small_value_payments,28,58539.84,6,7,32,8,4794.32,19.56,2735.13,236.5623278
8,12,4,24.91680926,319,No,135.4174938,515.8073396,Standard,Standard,High_spent_Medium_value_payments,52,51410.98,4,7,16,0,4012.248333,1.49,743.41,0
8,11,4,36.15332921,320,No,36.90429924,604.3205341,Standard,Standard,High_spent_Medium_value_payments,52,51410.98,4,7,16,0,4012.248333,1.49,743.41,0
8,11,4,26.14160709,321,No,139.7230003,551.501833,Standard,Standard,High_spent_Medium_value_payments,52,51410.98,4,7,16,0,4012.248333,1.49,743.41,0
8,14,4,31.17221019,322,No,157.3778075,493.8470258,Standard,Standard,High_spent_Medium_value_payments,52,51410.98,4,7,16,0,4012.248333,1.49,743.41,0
8,11,4,35.21198498,323,No,151.1505185,500.0743148,Standard,Standard,High_spent_Medium_value_payments,52,51410.98,4,7,16,0,4012.248333,1.49,743.41,0
8,11,4,32.75874152,324,No,246.3173698,424.9074635,Standard,Standard,High_spent_Medium_value_payments,52,51410.98,4,7,16,0,4012.248333,1.49,743.41,0
8,11,4,39.27520203,325,No,168.8014902,482.4233432,Poor,Standard,High_spent_Medium_value_payments,52,51410.98,4,7,16,0,4012.248333,1.49,743.41,0
8,13,6,27.5720589,326,No,178.0219733,503.2028601,Poor,Standard,High_spent_Medium_value_payments,52,51410.98,4,7,16,0,4012.248333,1.49,743.41,0
7,11,0,29.34549324,280,No,184.5165429,410.0188738,Standard,Standard,Low_spent_Small_value_payments,48,34960.25,6,7,16,0,3045.354167,8.04,1364.64,0
7,13,0,25.26645472,281,No,153.9826614,410.5527553,Standard,Standard,Low_spent_Small_value_payments,48,34960.25,6,7,16,0,3045.354167,8.04,1364.64,0
9,13,0,30.14337198,281,No,122.1359624,472.3994543,Standard,Standard,Low_spent_Small_value_payments,48,34960.25,6,7,16,0,3045.354167,8.04,1364.64,0
2,13,0,33.64558125,283,No,160.4799943,434.0554224,Good,Standard,Low_spent_Small_value_payments,48,34960.25,6,7,16,0,3045.354167,8.04,1364.64,0
8,13,1,35.28263689,284,No,168.8639583,395.6714584,Good,Standard,Low_spent_Small_value_payments,48,34960.25,6,7,16,0,3045.354167,8.04,1364.64,0
7,13,1,38.78664023,285,No,65.09465697,479.4407597,Good,Standard,Low_spent_Small_value_payments,48,34960.25,6,7,16,0,3045.354167,8.04,1364.64,0
7,11,1,33.86746859,286,No,200.6540044,363.8814123,Good,Standard,Low_spent_Small_value_payments,48,34960.25,6,7,16,0,3045.354167,8.04,1364.64,0
7,13,1,31.40630938,287,No,226.1292118,368.4062048,Good,Standard,Low_spent_Small_value_payments,48,34960.25,6,7,16,0,3045.354167,8.04,1364.64,0
25,17,7,38.26002214,154,Yes,102.080956,256.3401638,Standard,Standard,Low_spent_Small_value_payments,28,17685.79,6,9,22,3,1186.815833,12.98,2382.63,40.26046357
27,20,7,31.90087205,155,Yes,44.89676269,323.5243571,Poor,Standard,Low_spent_Small_value_payments,28,17685.79,6,9,22,3,1186.815833,12.98,2382.63,40.26046357
27,17,7,36.8484305,156,NM,93.05409154,255.3670282,Poor,Standard,Low_spent_Small_value_payments,28,17685.79,6,9,22,3,1186.815833,12.98,2382.63,40.26046357
27,15,7,24.46218531,157,Yes,97.27886896,271.1422508,Poor,Standard,Low_spent_Small_value_payments,28,17685.79,6,9,22,3,1186.815833,12.98,2382.63,40.26046357
27,15,7,27.71793244,158,Yes,93.05409154,292.3558214,Poor,Standard,Low_spent_Small_value_payments,28,17685.79,6,9,22,3,1186.815833,12.98,2382.63,40.26046357
28,17,7,26.8739773,159,NM,72.69116727,285.7299525,Poor,Standard,Low_spent_Small_value_payments,28,17685.79,6,9,22,3,1186.815833,12.98,2382.63,40.26046357
27,17,7,36.56273208,160,Yes,22.43053984,305.9905799,Poor,Standard,Low_spent_Small_value_payments,28,17685.79,6,9,22,3,1186.815833,12.98,2382.63,40.26046357
24,15,7,32.74355112,161,Yes,144.7554489,223.6656709,Standard,Standard,Low_spent_Small_value_payments,28,17685.79,6,9,22,3,1186.815833,12.98,2382.63,40.26046357
5,13,7,36.18344759,212,Yes,153.4816076,236.2431238,Poor,Standard,High_spent_Large_value_payments,36,18618.23,5,5,16,4,1654.519167,8.88,2574.41,55.72718523
10,13,7,35.10813249,213,Yes,18.43220228,331.2925292,Poor,Standard,High_spent_Large_value_payments,36,18618.23,5,5,16,4,1654.519167,8.88,2574.41,55.72718523
10,9,7,30.48380678,214,Yes,87.09017284,309.3687606,Poor,Standard,High_spent_Large_value_payments,36,18618.23,5,5,16,4,1654.519167,8.88,2574.41,55.72718523
8,10,7,39.95106495,215,Yes,17.07375368,332.6509778,Poor,Standard,High_spent_Large_value_payments,36,18618.23,5,5,16,4,1654.519167,8.88,2574.41,55.72718523
12,10,7,32.90889909,216,Yes,93.07902993,286.6457015,Poor,Standard,High_spent_Large_value_payments,36,18618.23,5,5,16,4,1654.519167,8.88,2574.41,55.72718523
10,12,7,27.31095278,217,Yes,128.5547435,271.169988,Poor,Standard,High_spent_Large_value_payments,36,18618.23,5,5,16,4,1654.519167,8.88,2574.41,55.72718523
10,8,7,25.29683515,218,Yes,51.22853779,308.4961936,Standard,Standard,High_spent_Large_value_payments,36,18618.23,5,5,16,4,1654.519167,8.88,2574.41,55.72718523
10,9,7,27.6942174,219,Yes,87.09017284,292.6345586,Poor,Standard,High_spent_Large_value_payments,36,18618.23,5,5,16,4,1654.519167,8.88,2574.41,55.72718523
48,21,7,28.77052495,227,Yes,10.89504699,275.9364551,Poor,Bad,Low_spent_Small_value_payments,28,8044.13,7,7,29,5,396.3441667,5.86,2511.75,32.80291462
48,21,7,31.30628986,228,Yes,30.42433866,246.4071634,Standard,Bad,Low_spent_Small_value_payments,28,8044.13,7,7,29,5,396.3441667,5.86,2511.75,32.80291462
47,21,7,24.34285227,229,Yes,14.00571271,282.8257893,Poor,Bad,Low_spent_Small_value_payments,28,8044.13,7,7,29,5,396.3441667,5.86,2511.75,32.80291462
48,24,7,31.0365339,230,NM,40.34131473,256.4901873,Poor,Bad,Low_spent_Small_value_payments,28,8044.13,7,7,29,5,396.3441667,5.86,2511.75,32.80291462
48,21,7,31.27228337,231,Yes,32.89698963,243.9345124,Poor,Bad,Low_spent_Small_value_payments,28,8044.13,7,7,29,5,396.3441667,5.86,2511.75,32.80291462
48,19,7,36.5453098,232,Yes,17.31772311,279.5137789,Poor,Bad,Low_spent_Small_value_payments,28,8044.13,7,7,29,5,396.3441667,5.86,2511.75,32.80291462
48,22,7,25.96345663,233,Yes,37.00199807,259.829504,Poor,Bad,Low_spent_Small_value_payments,28,8044.13,7,7,29,5,396.3441667,5.86,2511.75,32.80291462
48,21,7,39.79163657,234,Yes,24.85902711,251.9724749,Poor,Bad,Low_spent_Small_value_payments,28,8044.13,7,7,29,5,396.3441667,5.86,2511.75,32.80291462
4,5,2,33.65159244,332,No,234.6513588,490.2940694,Good,Good,High_spent_Large_value_payments,29,75402.52,2,4,3,3,6221.543333,4.46,725.97,177.2089052
0,5,2,31.44861605,333,NM,179.0966383,611.9930705,Good,Good,High_spent_Large_value_payments,29,75402.52,2,4,3,3,6221.543333,4.46,725.97,177.2089052
0,5,2,33.57711396,334,No,123.5419178,571.4035103,Good,Good,High_spent_Large_value_payments,29,75402.52,2,4,3,3,6221.543333,4.46,725.97,177.2089052
0,5,2,25.82505242,335,NM,632.2356952,102.709733,Good,Good,High_spent_Large_value_payments,29,75402.52,2,4,3,3,6221.543333,4.46,725.97,177.2089052
0,7,2,35.19319473,336,No,179.0966383,332.0811878,Good,Good,High_spent_Large_value_payments,29,75402.52,2,4,3,3,6221.543333,4.46,725.97,177.2089052
0,7,2,37.36367546,337,No,255.3693416,439.5760866,Good,Good,High_spent_Large_value_payments,29,75402.52,2,4,3,3,6221.543333,4.46,725.97,177.2089052
0,5,2,37.41940178,337,No,45.7288249,639.2166033,Good,Good,High_spent_Large_value_payments,29,75402.52,2,4,3,3,6221.543333,4.46,725.97,177.2089052
0,5,2,27.77499062,337,No,69.71679399,615.2286342,Good,Good,High_spent_Large_value_payments,29,75402.52,2,4,3,3,6221.543333,4.46,725.97,177.2089052
15,5,4,25.20698556,250,No,30.29315144,327.1435645,Standard,Good,Low_spent_Large_value_payments,33,14184.935,5,5,6,3,1038.077917,6.66,849.98,26.37107576
11,5,4,36.82741372,251,NM,26.30698189,321.129734,Standard,Good,Low_spent_Large_value_payments,33,14184.935,5,5,6,3,1038.077917,6.66,849.98,26.37107576
12,5,4,28.92200997,252,No,74.30189459,293.1348213,Standard,Good,Low_spent_Large_value_payments,33,14184.935,5,5,6,3,1038.077917,6.66,849.98,26.37107576
13,5,4,27.02535777,253,No,12.3090556,305.1276603,Standard,Good,Low_spent_Large_value_payments,33,14184.935,5,5,6,3,1038.077917,6.66,849.98,26.37107576
12,5,4,30.17360487,254,No,27.00055026,310.4361656,Good,Good,Low_spent_Large_value_payments,33,14184.935,5,5,6,3,1038.077917,6.66,849.98,26.37107576
12,5,4,28.03094635,255,No,99.50646948,267.9302464,Good,Good,Low_spent_Large_value_payments,33,14184.935,5,5,6,3,1038.077917,6.66,849.98,26.37107576
12,5,4,28.23903187,256,No,30.29315144,276.9569846,Standard,Good,Low_spent_Large_value_payments,33,14184.935,5,5,6,3,1038.077917,6.66,849.98,26.37107576
12,5,4,35.13548146,257,No,32.20257231,295.2341436,Good,Good,Low_spent_Large_value_payments,33,14184.935,5,5,6,3,1038.077917,6.66,849.98,26.37107576
26,12,0,35.18000009,191,No,164.8400826,771.0032525,Standard,Standard,High_spent_Large_value_payments,49,81815.31,4,6,3,1,7036.9425,5.34,437.82,39.67611651
26,13,0,29.21915477,192,No,159.8281782,744.1899553,Standard,Standard,High_spent_Large_value_payments,49,81815.31,4,6,3,1,7036.9425,5.34,437.82,39.67611651
26,17,0,26.06790122,193,No,94.21759072,809.8005428,Standard,Standard,High_spent_Large_value_payments,49,81815.31,4,6,3,1,7036.9425,5.34,437.82,39.67611651
26,14,0,39.27408966,194,No,164.8400826,739.1780509,Standard,Standard,High_spent_Large_value_payments,49,81815.31,4,6,3,1,7036.9425,5.34,437.82,39.67611651
26,14,0,37.09268958,195,No,265.6211657,648.3969678,Standard,Standard,High_spent_Large_value_payments,49,81815.31,4,6,3,1,7036.9425,5.34,437.82,39.67611651
26,15,0,33.26762531,196,No,194.1943488,749.8237847,Standard,Standard,High_spent_Large_value_payments,49,81815.31,4,6,3,1,7036.9425,5.34,437.82,39.67611651
26,14,0,37.38667202,197,No,429.6594628,514.3586706,Standard,Standard,High_spent_Large_value_payments,49,81815.31,4,6,3,1,7036.9425,5.34,437.82,39.67611651
25,14,0,27.09960694,197,No,138.8739325,765.144201,Standard,Standard,High_spent_Large_value_payments,49,81815.31,4,6,3,1,7036.9425,5.34,437.82,39.67611651
32,17,12,36.68196194,146,Yes,123.0073271,246.0412961,Poor,Bad,Low_spent_Small_value_payments,22,19803.82,7,7,25,5,1526.318333,3.06,1958.78,73.58321011
28,17,12,38.32803128,146,NM,85.56199001,283.4866332,Poor,Bad,Low_spent_Small_value_payments,22,19803.82,7,7,25,5,1526.318333,3.06,1958.78,73.58321011
32,17,12,41.00726969,146,Yes,132.896807,216.1518162,Standard,Bad,Low_spent_Small_value_payments,22,19803.82,7,7,25,5,1526.318333,3.06,1958.78,73.58321011
32,17,12,29.32328806,148,Yes,96.82612425,272.222499,Poor,Bad,Low_spent_Small_value_payments,22,19803.82,7,7,25,5,1526.318333,3.06,1958.78,73.58321011
32,14,12,40.68704984,149,Yes,80.87794778,288.1706754,Poor,Bad,Low_spent_Small_value_payments,22,19803.82,7,7,25,5,1526.318333,3.06,1958.78,73.58321011
32,17,12,30.54998206,150,Yes,64.80006012,274.2485631,Standard,Bad,Low_spent_Small_value_payments,22,19803.82,7,7,25,5,1526.318333,3.06,1958.78,73.58321011
32,17,12,27.42246562,151,Yes,93.09778744,275.9508358,Poor,Bad,Low_spent_Small_value_payments,22,19803.82,7,7,25,5,1526.318333,3.06,1958.78,73.58321011
32,19,12,35.16850461,152,Yes,125.039559,244.0090642,Poor,Bad,Low_spent_Small_value_payments,22,19803.82,7,7,25,5,1526.318333,3.06,1958.78,73.58321011
18,6,0,38.61045673,321,No,228.7961155,270.3345512,Good,Good,Low_spent_Small_value_payments,26,28347.68,0,2,8,0,2091.306667,5.05,747.72,0
14,5,0,30.52912774,322,No,93.0326711,396.0979956,Good,Good,Low_spent_Small_value_payments,26,28347.68,0,2,8,0,2091.306667,5.05,747.72,0
14,5,0,30.90136576,323,No,175.352811,303.7778557,Good,Good,Low_spent_Small_value_payments,26,28347.68,0,2,8,0,2091.306667,5.05,747.72,0
14,5,0,35.05134122,324,No,85.25860916,403.8720575,Good,Good,Low_spent_Small_value_payments,26,28347.68,0,2,8,0,2091.306667,5.05,747.72,0
14,5,0,25.57034723,325,No,84.03088705,375.0997796,Good,Good,Low_spent_Small_value_payments,26,28347.68,0,2,8,0,2091.306667,5.05,747.72,0
14,7,0,24.53663355,326,NM,173.1307352,325.9999315,Good,Good,Low_spent_Small_value_payments,26,28347.68,0,2,8,0,2091.306667,5.05,747.72,0
14,2,0,36.73934528,327,No,184.3605897,314.770077,Standard,Good,Low_spent_Small_value_payments,26,28347.68,0,2,8,0,2091.306667,5.05,747.72,0
14,5,2,33.05492769,328,No,188.8268598,310.3038068,Good,Good,Low_spent_Small_value_payments,26,28347.68,0,2,8,0,2091.306667,5.05,747.72,0
7,17,8,32.92138347,90,Yes,73.17454308,297.846242,Standard,Standard,High_spent_Medium_value_payments,21,28699.48,4,7,19,2,2434.623333,17.86,813.45,37.19278656
4,17,8,29.16573806,90,Yes,73.17454308,383.0950037,Standard,Standard,High_spent_Medium_value_payments,21,28699.48,4,7,19,2,2434.623333,17.86,813.45,37.19278656
6,15,8,36.28485811,91,NM,145.5709062,320.6986405,Standard,Standard,High_spent_Medium_value_payments,21,28699.48,4,7,19,2,2434.623333,17.86,813.45,37.19278656
6,17,8,27.30511499,92,NM,57.53160353,398.7379432,Standard,Standard,High_spent_Medium_value_payments,21,28699.48,4,7,19,2,2434.623333,17.86,813.45,37.19278656
8,19,8,34.89978555,93,NM,224.8170518,261.452495,Standard,Standard,High_spent_Medium_value_payments,21,28699.48,4,7,19,2,2434.623333,17.86,813.45,37.19278656
7,20,8,29.34392161,94,Yes,207.4230773,268.8464695,Standard,Standard,High_spent_Medium_value_payments,21,28699.48,4,7,19,2,2434.623333,17.86,813.45,37.19278656
6,17,8,29.73356042,95,Yes,33.06039089,423.2091559,Standard,Standard,High_spent_Medium_value_payments,21,28699.48,4,7,19,2,2434.623333,17.86,813.45,37.19278656
6,20,8,24.00614899,96,Yes,42.45473245,423.8148143,Standard,Standard,High_spent_Medium_value_payments,21,28699.48,4,7,19,2,2434.623333,17.86,813.45,37.19278656
23,25,12,38.90660166,23,Yes,43.89447789,319.0752102,Standard,Bad,Low_spent_Large_value_payments,31,20942.88,9,10,32,6,1671.24,28.82,4247.08,64.15431187
23,25,12,39.88205236,24,Yes,37.5387298,305.4309583,Standard,Bad,Low_spent_Large_value_payments,31,20942.88,9,10,32,6,1671.24,28.82,4247.08,64.15431187
23,25,12,36.95937974,25,Yes,131.7761634,241.1935247,Standard,Bad,Low_spent_Large_value_payments,31,20942.88,9,10,32,6,1671.24,28.82,4247.08,64.15431187
23,26,12,28.26984903,26,Yes,140.1018464,252.8678417,Poor,Bad,Low_spent_Large_value_payments,31,20942.88,9,10,32,6,1671.24,28.82,4247.08,64.15431187
23,27,12,30.63194951,27,Yes,102.4488032,270.520885,Poor,Bad,Low_spent_Large_value_payments,31,20942.88,9,10,32,6,1671.24,28.82,4247.08,64.15431187
23,25,12,35.93967991,28,Yes,80.41406893,292.5556192,Poor,Bad,Low_spent_Large_value_payments,31,20942.88,9,10,32,6,1671.24,28.82,4247.08,64.15431187
23,25,12,37.71321136,29,Yes,144.5064453,248.4632428,Poor,Bad,Low_spent_Large_value_payments,31,20942.88,9,10,32,6,1671.24,28.82,4247.08,64.15431187
23,25,12,22.01054386,30,NM,52.6449805,310.3247076,Standard,Bad,Low_spent_Large_value_payments,31,20942.88,9,10,32,6,1671.24,28.82,4247.08,64.15431187
18,7,4,38.68768289,234,No,799.3546247,208.9467952,Standard,Good,Low_spent_Medium_value_payments,32,115362.96,1,3,2,4,9764.58,4.76,50.69,248.1565802
15,7,4,36.50470729,234,No,697.6643827,300.6370371,Standard,Good,Low_spent_Medium_value_payments,32,115362.96,1,3,2,4,9764.58,4.76,50.69,248.1565802
15,8,4,30.7175321,234,No,613.7174544,394.5839654,Standard,Good,Low_spent_Medium_value_payments,32,115362.96,1,3,2,4,9764.58,4.76,50.69,248.1565802
15,9,4,38.92708701,235,No,738.1698223,260.1315976,Standard,Good,Low_spent_Medium_value_payments,32,115362.96,1,3,2,4,9764.58,4.76,50.69,248.1565802
15,10,4,22.52556321,236,No,892.2265883,116.0748316,Standard,Good,Low_spent_Medium_value_payments,32,115362.96,1,3,2,4,9764.58,4.76,50.69,248.1565802
15,7,4,41.49627292,237,No,97.57271836,870.7287015,Standard,Good,Low_spent_Medium_value_payments,32,115362.96,1,3,2,4,9764.58,4.76,50.69,248.1565802
15,8,4,38.03523355,238,No,183.3253513,784.9760685,Standard,Good,Low_spent_Medium_value_payments,32,115362.96,1,3,2,4,9764.58,4.76,50.69,248.1565802
14,8,4,41.41102101,239,No,191.5996255,786.7017944,Poor,Good,Low_spent_Medium_value_payments,32,115362.96,1,3,2,4,9764.58,4.76,50.69,248.1565802
10,19,4,27.54769069,64,Yes,141.4060428,285.9455209,Standard,Standard,High_spent_Medium_value_payments,21,19355.62,6,7,9,2,1728.968333,8.38,1294.09,25.54526965
10,19,4,41.15683052,65,Yes,64.41283599,372.9387277,Standard,Standard,High_spent_Medium_value_payments,21,19355.62,6,7,9,2,1728.968333,8.38,1294.09,25.54526965
13,19,4,28.25096957,66,Yes,37.57025752,359.7813062,Standard,Standard,High_spent_Medium_value_payments,21,19355.62,6,7,9,2,1728.968333,8.38,1294.09,25.54526965
11,22,4,34.80957764,67,Yes,64.38951056,332.9620531,Standard,Standard,High_spent_Medium_value_payments,21,19355.62,6,7,9,2,1728.968333,8.38,1294.09,25.54526965
15,22,4,33.39472957,68,NM,64.38951056,247.7817642,Standard,Standard,High_spent_Medium_value_payments,21,19355.62,6,7,9,2,1728.968333,8.38,1294.09,25.54526965
10,20,4,38.32128433,69,Yes,53.15179745,344.1997662,Standard,Standard,High_spent_Medium_value_payments,21,19355.62,6,7,9,2,1728.968333,8.38,1294.09,25.54526965
10,20,4,33.80136399,70,Yes,38.28082077,359.0707429,Standard,Standard,High_spent_Medium_value_payments,21,19355.62,6,7,9,2,1728.968333,8.38,1294.09,25.54526965
10,19,4,30.15459981,71,Yes,108.1425818,329.2089818,Standard,Standard,High_spent_Medium_value_payments,21,19355.62,6,7,9,2,1728.968333,8.38,1294.09,25.54526965
11,10,3,30.90758801,381,No,202.0615048,204.0653061,Good,Good,Low_spent_Small_value_payments,48,19462.925,1,1,8,4,1611.910417,5.51,160.3,45.06423081
8,10,3,29.54211958,381,NM,140.8388503,265.2879606,Good,Good,Low_spent_Small_value_payments,48,19462.925,1,1,8,4,1611.910417,5.51,160.3,45.06423081
8,12,3,30.61760584,383,No,23.90095208,332.2258588,Good,Good,Low_spent_Small_value_payments,48,19462.925,1,1,8,4,1611.910417,5.51,160.3,45.06423081
8,10,3,34.76559003,384,NM,37.61890815,318.5079027,Good,Good,Low_spent_Small_value_payments,48,19462.925,1,1,8,4,1611.910417,5.51,160.3,45.06423081
8,10,3,35.56408384,385,No,159.9457461,246.1810648,Good,Good,Low_spent_Small_value_payments,48,19462.925,1,1,8,4,1611.910417,5.51,160.3,45.06423081
8,10,3,26.29131642,386,NM,161.1426028,244.984208,Good,Good,Low_spent_Small_value_payments,48,19462.925,1,1,8,4,1611.910417,5.51,160.3,45.06423081
11,10,3,38.07144103,387,No,150.3922982,305.0337623,Good,Good,Low_spent_Small_value_payments,48,19462.925,1,1,8,4,1611.910417,5.51,160.3,45.06423081
9,13,7,26.49418773,388,No,150.3922982,337.0902563,Good,Good,Low_spent_Small_value_payments,48,19462.925,1,1,8,4,1611.910417,5.51,160.3,45.06423081
52,28,11,35.17418506,155,Yes,100.2000826,246.7939435,Standard,Bad,Low_spent_Small_value_payments,28,9434.835,7,10,34,5,903.23625,7.28,1602.76,33.3295989
53,28,11,29.1883251,156,Yes,43.54169003,283.4523361,Poor,Bad,Low_spent_Small_value_payments,28,9434.835,7,10,34,5,903.23625,7.28,1602.76,33.3295989
53,26,11,38.02762085,157,Yes,32.35062566,314.6434004,Poor,Bad,Low_spent_Small_value_payments,28,9434.835,7,10,34,5,903.23625,7.28,1602.76,33.3295989
52,25,11,30.45920738,158,Yes,52.90802201,284.0860041,Standard,Bad,Low_spent_Small_value_payments,28,9434.835,7,10,34,5,903.23625,7.28,1602.76,33.3295989
53,25,15,33.0511107,159,Yes,83.33029528,263.6637308,Poor,Bad,Low_spent_Small_value_payments,28,9434.835,7,10,34,5,903.23625,7.28,1602.76,33.3295989
55,25,15,27.03942882,160,Yes,80.83946715,262.1884304,Poor,Bad,Low_spent_Small_value_payments,28,9434.835,7,10,34,5,903.23625,7.28,1602.76,33.3295989
54,28,15,40.66904776,160,Yes,80.93796432,266.0560618,Poor,Bad,Low_spent_Small_value_payments,28,9434.835,7,10,34,5,903.23625,7.28,1602.76,33.3295989
53,25,15,26.52826699,162,Yes,80.83946715,256.1545589,Poor,Bad,Low_spent_Small_value_payments,28,9434.835,7,10,34,5,903.23625,7.28,1602.76,33.3295989
14,8,4,23.08145777,214,No,1204.118557,1.987138164,Standard,Good,Low_spent_Medium_value_payments,23,151515.68,1,6,11,3,12885.30667,2.68,1078.49,362.4249714
14,11,4,21.97260391,215,No,690.5242919,515.5814033,Standard,Good,Low_spent_Medium_value_payments,23,151515.68,1,6,11,3,12885.30667,2.68,1078.49,362.4249714
